2884 17
probeset	cond0	cond1	cond2	cond3	cond4	cond5	cond6	cond7	cond8	cond9	cond10	cond11	cond12	cond13	cond14	cond15	cond16
gene2177	309	300	289	340	391	414	401	358	322	271	314	318	366	408	374	361	322
gene2178	399	425	432	417	417	408	422	416	419	437	416	419	413	419	393	425	420
gene2179	230	277	256	256	248	256	220	220	256	271	248	248	220	208	161	240	230
gene2180	139	220	139	179	161	195	195	195	195	110	179	161	179	110	139	161	161
gene2181	383	406	304	356	361	385	364	389	361	364	378	361	347	353	356	366	361
gene2182	430	397	416	387	389	401	401	397	389	428	425	411	404	432	389	417	403
gene2183	283	283	230	248	271	283	294	248	294	256	283	277	283	248	230	289	289
gene2184	497	473	504	480	491	441	462	451	468	536	467	491	482	468	419	509	500
gene2185	69	0	0	69	69	110	69	110	139	69	110	139	139	139	139	139	139
gene2186	110	69	0	69	0	0	0	0	69	0	0	0	0	0	0	0	69
gene2187	220	264	208	230	208	256	240	240	283	248	256	294	271	277	277	256	277
gene2188	69	110	0	69	69	110	69	69	110	69	69	69	139	69	110	69	69
gene2189	248	289	256	271	248	256	271	256	283	220	248	230	271	248	248	208	248
gene2190	343	343	326	318	330	333	347	337	356	322	326	356	326	333	333	356	333
gene2191	358	378	408	397	333	381	353	358	383	430	403	371	385	409	389	378	401
gene2192	283	318	309	300	304	264	240	240	248	220	248	264	256	248	248	264	248
gene2193	309	397	378	376	364	304	289	300	330	283	277	289	309	289	300	300	318
gene2194	271	208	69	69	0	69	69	110	139	110	139	161	139	161	161	179	179
gene2195	69	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene2196	179	110	69	110	0	69	110	161	161	110	110	110	139	110	110	110	139
gene2197	69	69	0	0	69	0	110	110	179	69	69	69	69	69	69	69	110
gene2198	318	343	314	309	330	330	340	347	343	318	326	353	330	337	333	378	337
gene2199	264	208	179	179	110	179	161	161	179	161	179	220	179	161	161	161	161
gene2200	371	374	337	350	358	376	361	347	340	289	294	361	343	337	337	385	330
gene2201	179	110	110	161	179	161	179	161	161	69	110	110	161	139	139	110	139
gene2202	248	294	248	230	220	248	248	248	248	179	179	240	195	195	208	240	195
gene2203	248	300	256	248	277	271	283	271	304	289	271	277	277	289	289	294	271
gene2204	240	230	248	271	248	264	256	195	256	161	208	289	256	248	256	283	220
gene2205	161	161	69	110	0	0	69	69	69	0	69	69	110	110	69	0	69
gene2206	208	240	230	208	195	240	256	248	179	139	161	220	179	139	139	69	139
gene2207	110	69	110	161	110	161	161	110	139	69	69	110	161	110	110	69	110
gene2208	230	179	69	195	220	230	240	208	230	139	179	179	230	208	195	139	195
gene2209	69	0	0	0	0	0	0	69	69	0	69	69	69	0	0	0	0
gene2210	264	208	240	271	230	256	240	230	240	179	208	220	240	208	208	208	208
gene2211	208	139	69	139	139	161	161	161	195	139	161	195	179	179	179	139	195
gene2212	387	395	337	333	326	356	350	343	353	330	347	399	337	326	340	401	347
gene2213	318	350	326	366	350	340	326	350	361	300	314	283	340	343	340	283	337
gene2214	69	69	0	69	0	0	69	69	139	0	69	0	110	69	69	0	69
gene2215	110	69	110	179	195	208	195	208	208	179	161	139	179	179	195	195	195
gene2216	264	264	220	248	256	264	283	294	271	195	220	271	240	256	264	294	264
gene2217	395	425	417	420	429	417	426	403	389	358	385	437	403	413	404	438	385
gene2218	139	161	139	161	179	240	240	230	220	69	110	220	179	179	161	195	179
gene2219	110	69	69	110	69	69	69	69	110	0	110	0	69	69	69	0	0
gene2220	322	387	389	401	393	364	353	318	337	322	393	383	403	381	350	326	330
gene2221	69	0	0	69	69	69	69	69	0	0	0	69	69	69	0	69	0
gene2222	0	110	69	69	69	69	69	69	69	0	69	69	69	69	69	69	0
gene2223	358	389	371	369	369	369	369	366	369	340	353	366	361	356	353	347	350
gene2224	248	220	230	283	220	248	248	256	271	195	240	240	264	248	248	195	230
gene2225	264	230	195	256	220	208	248	240	240	208	208	161	220	220	240	208	264
gene2226	337	256	220	309	256	248	289	283	264	208	208	220	230	220	256	248	289
gene2227	195	289	208	161	248	240	271	256	220	179	110	139	110	69	69	0	0
gene2228	139	139	139	161	110	69	69	69	69	0	0	69	69	0	0	0	0
gene2229	110	0	0	110	110	69	69	0	69	69	69	0	110	69	69	0	69
gene2230	289	330	277	289	300	309	304	300	300	248	277	333	300	277	277	337	289
gene2231	408	371	283	277	248	256	256	240	256	240	264	300	289	271	300	343	337
gene2232	139	69	0	69	69	110	69	0	110	0	69	0	110	69	69	69	69
gene2233	195	110	179	139	110	161	139	161	139	69	110	69	179	110	139	69	139
gene2234	161	69	69	110	69	69	110	69	110	0	69	69	110	69	69	0	110
gene2235	195	161	179	220	195	195	161	179	195	248	220	161	220	240	220	161	208
gene2236	110	110	69	139	110	69	69	69	69	0	69	69	110	110	69	110	69
gene2237	376	361	322	330	322	333	333	322	340	393	433	413	404	404	378	356	376
gene2238	333	383	366	369	353	364	361	361	387	358	369	385	374	371	366	408	366
gene2239	69	0	0	69	69	69	69	0	0	0	0	0	69	69	69	69	0
gene2240	110	69	0	69	110	110	139	139	161	69	110	110	161	139	110	69	110
gene2241	179	220	139	161	161	161	179	161	220	110	161	161	195	179	179	161	179
gene2242	411	442	453	430	458	403	419	416	409	452	467	465	426	449	432	470	441
gene2243	422	458	458	458	460	414	432	413	411	442	456	454	426	447	433	462	432
gene2244	69	0	0	110	110	110	110	69	69	0	0	69	69	69	69	69	0
gene2245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene2246	161	139	139	161	110	161	161	139	179	0	110	110	161	110	110	0	110
gene2247	330	264	230	283	277	271	248	271	318	289	322	289	340	322	322	294	318
gene2248	195	195	179	220	230	220	230	240	240	179	208	195	240	248	240	179	230
gene2249	264	264	230	248	248	264	271	271	264	208	240	264	271	248	248	289	248
gene2250	248	277	230	208	240	240	248	271	256	195	179	240	195	195	208	256	208
gene2251	399	444	423	408	432	432	433	419	389	378	376	438	383	391	395	466	376
gene2252	304	264	256	283	277	309	277	264	318	376	378	364	330	304	289	304	337
gene2253	240	240	230	230	240	264	248	220	256	256	248	277	220	220	208	256	240
gene2254	248	195	179	220	208	230	220	220	208	139	179	161	230	208	195	139	195
gene2255	208	161	161	195	208	208	220	230	230	139	195	161	208	208	208	139	220
gene2256	195	195	161	195	230	264	271	277	256	139	179	208	220	195	220	240	208
gene2257	277	304	256	271	277	283	318	333	358	289	289	330	309	300	314	369	330
gene2258	139	139	110	139	139	208	256	256	289	220	230	240	230	208	248	264	271
gene2259	256	230	256	264	271	330	364	369	376	353	333	347	309	322	353	397	374
gene2260	195	110	110	110	0	110	110	69	110	69	110	110	110	69	69	69	69
gene2261	294	300	277	314	326	318	300	294	289	139	179	208	240	230	230	208	240
gene2262	387	395	404	401	401	361	376	381	393	444	429	393	397	409	397	411	406
gene2263	378	381	376	366	371	353	369	364	378	383	381	397	376	361	356	385	347
gene2264	69	139	179	139	139	110	69	69	110	161	161	195	139	139	110	110	69
gene2265	220	179	139	161	110	139	161	139	208	195	220	240	230	195	195	161	208
gene2266	230	195	139	161	179	230	220	230	277	294	309	289	256	220	208	256	283
gene2267	416	430	432	411	441	413	425	430	428	448	443	448	413	429	423	458	430
gene2268	110	161	195	161	110	69	0	0	110	161	220	220	179	161	110	110	139
gene2269	69	69	0	69	0	0	0	69	110	0	110	110	110	110	110	69	110
gene2270	350	358	347	350	361	353	361	364	361	337	356	391	358	366	364	395	358
gene2271	208	248	230	264	277	248	283	248	240	195	220	220	277	248	248	230	220
gene2272	195	230	256	256	300	264	256	230	264	230	283	289	300	283	264	220	220
gene2273	161	69	0	69	69	69	69	69	69	69	0	69	69	69	69	69	69
gene2274	195	179	161	179	139	179	179	208	208	110	161	179	220	161	161	161	139
gene2275	429	468	480	449	464	432	455	444	438	467	465	479	433	451	445	484	443
gene2276	208	208	220	208	208	230	230	240	230	139	195	256	195	179	179	230	179
gene2277	256	195	179	220	179	208	220	208	256	179	208	139	240	208	230	179	220
gene2278	139	179	271	256	179	161	110	69	139	139	240	230	220	179	139	69	139
gene2279	179	179	110	110	139	139	110	110	161	69	110	110	139	139	110	110	110
gene2280	369	414	406	391	419	399	413	408	401	376	381	409	381	401	383	401	387
gene2281	333	343	304	333	371	318	358	356	387	406	399	385	391	403	387	393	395
gene2282	283	358	381	378	393	333	353	350	364	337	333	326	358	361	358	340	350
gene2283	389	411	404	389	416	391	399	395	387	371	369	381	389	374	383	404	371
gene2284	304	314	326	322	330	300	304	304	322	304	314	271	337	318	326	277	314
gene2285	195	110	69	139	139	139	161	179	195	139	195	195	230	179	179	161	179
gene2286	387	423	403	361	330	366	364	356	340	283	300	322	333	318	304	330	314
gene2287	179	179	195	230	220	248	208	161	139	69	139	179	230	208	179	110	139
gene2288	271	347	314	309	314	322	330	330	326	271	277	309	309	289	294	309	283
gene2289	264	230	179	139	179	195	220	208	208	195	208	256	195	208	208	220	208
gene2290	322	289	256	220	179	179	208	208	248	248	264	271	271	240	248	256	264
gene2291	289	277	264	271	283	277	294	283	283	248	271	309	289	289	283	304	264
gene2292	230	230	220	208	230	264	256	256	256	208	240	240	240	230	230	208	220
gene2293	230	208	139	179	161	208	230	230	283	230	277	309	356	347	343	353	330
gene2294	69	0	110	69	69	110	69	69	110	0	0	0	69	69	69	69	69
gene2295	139	69	0	0	69	69	0	110	110	0	69	69	69	69	69	0	69
gene2296	343	353	356	350	374	343	361	353	340	340	358	356	347	358	353	330	347
gene2297	110	139	69	69	139	69	110	69	139	69	110	161	139	110	139	161	139
gene2298	383	411	399	383	425	387	406	404	393	404	403	425	397	414	409	441	403
gene2299	340	337	364	361	358	337	353	347	356	366	364	340	353	376	369	318	364
gene2300	195	161	179	195	208	179	195	179	195	110	161	139	208	195	208	230	179
gene2301	369	385	406	389	403	401	401	413	387	353	374	413	383	378	381	434	381
gene2302	289	248	208	248	264	283	283	289	326	220	318	314	340	271	271	256	283
gene2303	391	374	248	256	230	220	358	399	416	399	389	356	330	300	366	411	419
gene2304	403	413	433	399	436	381	397	393	383	474	442	439	387	411	397	432	425
gene2305	283	318	277	256	294	294	294	304	283	220	248	271	271	256	264	283	248
gene2306	271	283	283	271	294	294	300	294	277	220	248	277	264	248	256	300	248
gene2307	294	248	283	300	264	283	277	283	277	248	256	283	294	271	256	240	264
gene2308	179	208	161	195	240	277	277	289	289	208	220	208	240	240	248	220	248
gene2309	110	110	110	110	139	161	195	208	195	69	110	110	161	139	139	110	139
gene2310	220	139	0	69	110	110	69	69	139	139	195	195	161	139	110	139	161
gene2311	374	411	423	408	416	395	406	401	393	393	393	395	395	401	393	408	383
gene2312	161	110	69	179	208	220	208	195	195	69	161	179	220	179	179	161	139
gene2313	110	161	139	110	139	195	195	208	139	69	110	110	139	139	110	110	110
gene2314	283	322	230	220	230	264	256	264	271	195	248	289	248	230	240	283	256
gene2315	381	436	419	401	385	385	387	387	385	340	361	393	374	358	364	403	353
gene2316	195	195	161	220	271	230	195	208	195	139	161	161	208	161	161	161	161
gene2317	240	208	248	283	256	271	256	240	283	271	326	240	300	264	256	179	294
gene2318	230	139	161	179	139	179	139	161	161	69	110	110	161	139	139	110	110
gene2319	69	0	0	0	0	0	0	0	69	0	0	0	69	0	0	69	0
gene2320	248	256	271	277	230	240	208	195	195	139	161	195	195	161	139	139	139
gene2321	179	179	110	110	110	139	110	139	139	69	69	110	110	110	110	161	110
gene2322	110	110	139	208	208	240	230	208	220	69	179	161	248	208	195	179	195
gene2323	0	69	0	69	0	69	69	69	69	0	69	69	69	69	0	0	0
gene2324	230	248	240	240	240	248	240	248	240	179	208	248	240	220	220	240	208
gene2325	264	179	139	110	110	110	69	110	161	161	179	220	208	179	179	179	161
gene2326	161	179	110	139	161	139	161	139	161	69	161	139	161	139	139	69	139
gene2327	179	110	69	0	0	0	0	69	0	0	0	0	0	0	0	69	0
gene2328	452	486	485	463	444	439	444	444	450	483	461	451	447	439	429	493	461
gene2329	110	179	69	69	69	69	69	110	110	69	0	69	69	69	69	69	69
gene2330	289	289	230	230	208	264	264	208	248	220	220	264	230	230	248	230	240
gene2331	309	300	277	271	294	289	309	304	283	248	283	309	289	271	271	300	264
gene2332	289	294	248	256	230	271	283	240	256	240	271	230	271	277	264	208	271
gene2333	69	69	69	69	69	69	69	0	110	69	110	0	110	69	69	0	0
gene2334	289	300	289	294	300	304	294	300	318	289	304	277	314	294	289	314	271
gene2335	256	289	277	277	256	248	256	248	277	240	289	220	294	289	283	240	300
gene2336	139	69	69	110	69	139	110	110	139	69	69	110	139	110	110	69	110
gene2337	248	277	220	240	248	248	271	277	277	230	220	248	248	248	264	264	230
gene2338	220	208	139	110	139	139	161	139	161	69	110	139	139	110	110	69	69
gene2339	300	271	318	314	264	277	264	289	322	300	353	283	330	304	309	283	318
gene2340	220	256	304	264	208	220	195	195	220	179	264	264	230	195	179	195	179
gene2341	139	110	110	139	139	161	139	110	110	0	69	0	110	69	69	0	69
gene2342	139	69	0	0	0	0	69	0	69	0	0	69	69	0	69	0	0
gene2343	304	264	220	283	330	322	294	271	283	271	300	318	309	264	271	294	271
gene2344	110	110	69	0	0	69	0	0	69	69	69	0	69	0	69	0	69
gene2345	347	340	353	353	366	353	350	353	350	333	347	358	358	356	347	389	340
gene2346	240	340	330	300	304	289	264	271	264	195	230	264	248	230	220	230	208
gene2347	271	277	179	208	240	240	240	230	294	264	294	304	289	289	289	277	283
gene2348	383	406	425	401	417	395	406	399	401	419	422	403	391	401	397	420	397
gene2349	161	110	110	161	139	161	139	161	161	69	161	69	195	161	161	110	161
gene2350	289	322	343	326	294	294	283	271	289	271	326	361	326	289	289	322	264
gene2351	195	161	139	195	195	195	208	179	208	161	195	139	220	220	208	110	195
gene2352	139	110	69	69	0	69	0	0	0	0	0	0	0	0	0	0	0
gene2353	195	139	139	139	69	110	69	0	69	0	69	0	69	69	0	0	0
gene2354	179	230	289	230	195	195	179	161	208	220	256	271	230	179	139	161	139
gene2355	230	110	110	69	0	69	0	69	110	69	139	110	161	110	69	69	110
gene2356	110	110	110	220	256	208	139	139	179	139	195	230	230	220	220	240	240
gene2357	139	69	110	179	195	161	110	69	69	69	110	139	161	110	110	139	139
gene2358	139	195	230	195	220	208	220	230	161	139	161	208	139	139	161	208	139
gene2359	110	69	0	69	69	69	0	0	69	0	0	0	0	0	0	0	0
gene2360	366	358	343	314	318	304	300	289	322	264	289	264	314	322	318	264	322
gene2361	139	179	69	69	0	69	110	69	0	0	0	110	69	69	69	0	69
gene2362	69	314	364	358	264	248	208	161	139	220	314	309	277	240	208	161	161
gene2363	230	256	230	248	208	220	220	179	240	195	248	271	256	208	208	161	195
gene2364	322	333	309	322	322	340	333	326	333	264	304	330	322	309	304	337	309
gene2365	256	289	230	230	277	271	277	256	264	195	208	240	256	248	248	248	220
gene2366	240	277	420	408	347	337	283	230	195	240	347	277	337	309	271	195	220
gene2367	413	441	454	436	423	401	408	409	420	463	438	432	419	420	406	443	430
gene2368	429	452	456	433	450	417	423	422	442	518	480	465	438	455	447	483	458
gene2369	240	264	309	277	240	230	220	230	240	248	289	277	256	248	230	220	220
gene2370	139	195	220	195	208	179	208	195	179	161	208	240	195	179	161	179	139
gene2371	300	220	208	240	208	208	220	208	248	208	256	271	271	256	256	256	230
gene2372	264	289	230	230	271	248	289	271	300	289	304	314	289	294	289	300	283
gene2373	110	161	220	179	69	69	69	0	110	110	161	161	139	69	69	110	69
gene2374	350	330	366	340	294	304	289	283	309	283	333	340	318	289	271	300	289
gene2375	322	343	408	389	350	326	283	264	294	318	376	389	358	322	300	283	277
gene2376	230	309	289	277	283	264	277	271	271	240	271	283	264	240	240	240	208
gene2377	195	161	139	161	179	161	161	179	161	110	139	195	161	139	161	208	110
gene2378	195	179	139	195	161	161	179	179	179	139	179	139	179	179	161	139	139
gene2379	376	393	333	347	371	403	350	333	401	475	481	483	422	389	364	428	414
gene2380	139	110	69	69	69	69	69	110	69	69	69	110	69	69	69	139	69
gene2381	264	271	208	240	256	271	264	271	289	230	277	283	264	248	256	309	256
gene2382	277	294	256	248	195	195	161	161	139	69	139	161	161	110	69	110	69
gene2383	69	69	69	69	0	0	0	0	69	0	69	69	69	0	0	0	0
gene2384	283	294	264	264	289	264	283	277	277	256	294	318	300	294	289	304	283
gene2385	401	406	383	401	411	369	378	381	399	450	449	436	404	403	397	420	389
gene2386	337	208	195	230	264	240	248	271	318	314	326	314	314	283	289	277	304
gene2387	230	110	110	161	161	161	139	161	161	110	139	110	139	139	139	139	139
gene2388	277	326	289	289	304	300	314	318	314	230	271	300	289	283	289	294	264
gene2389	69	69	0	69	69	69	110	110	110	0	69	69	110	69	110	0	69
gene2390	264	248	220	230	220	264	256	271	248	179	208	248	220	195	195	271	220
gene2391	139	220	277	330	358	371	333	294	277	220	289	337	356	350	309	322	271
gene2392	208	195	110	195	179	220	220	195	208	161	179	139	195	179	179	139	161
gene2393	277	294	271	256	248	248	248	248	230	161	161	179	179	161	179	208	161
gene2394	399	420	399	381	389	397	401	413	416	397	383	393	378	369	374	406	366
gene2395	161	69	0	0	0	69	69	110	161	161	161	161	179	179	161	161	179
gene2396	378	371	343	333	340	356	343	347	356	330	347	385	353	353	340	385	353
gene2397	161	161	139	139	179	139	179	139	161	69	139	110	195	179	179	161	161
gene2398	139	69	0	69	69	69	69	110	139	69	110	69	139	110	69	110	110
gene2399	309	314	277	256	264	271	277	283	318	304	330	347	314	326	326	356	322
gene2400	220	256	208	230	220	230	230	230	230	161	179	208	220	220	230	179	195
gene2401	294	304	208	256	264	283	283	289	264	179	230	264	256	248	256	256	230
gene2402	208	179	195	195	139	179	179	179	220	139	208	179	220	161	179	161	179
gene2403	195	230	230	208	161	195	139	161	195	161	179	161	195	161	139	110	195
gene2404	347	393	366	350	350	364	361	364	374	358	343	358	340	353	353	376	347
gene2405	283	289	283	271	264	283	264	283	271	230	256	289	256	256	271	300	256
gene2406	309	326	294	300	322	330	333	337	309	294	304	330	318	314	322	326	289
gene2407	356	358	385	369	364	364	371	366	369	358	369	356	366	378	376	364	358
gene2408	179	161	110	139	179	179	161	161	161	69	69	110	139	139	139	179	110
gene2409	139	139	69	69	69	69	69	69	110	0	0	69	110	69	69	110	0
gene2410	69	0	0	0	0	0	69	69	0	0	0	0	0	0	0	69	0
gene2411	69	69	0	0	69	69	69	69	69	0	0	0	0	0	0	0	0
gene2412	404	369	337	353	340	391	395	374	371	374	397	428	361	347	371	432	374
gene2413	195	139	69	69	161	240	179	139	248	326	347	309	277	240	220	220	264
gene2414	110	69	69	69	69	69	69	69	69	0	0	0	69	69	69	0	69
gene2415	179	195	139	139	110	139	110	139	139	0	69	69	69	69	69	69	0
gene2416	139	69	69	110	69	69	69	69	69	0	0	0	69	69	69	69	69
gene2417	230	264	240	277	240	248	248	240	208	179	195	161	179	208	208	110	179
gene2418	208	277	264	264	208	195	195	179	208	161	179	161	208	179	208	161	220
gene2419	256	347	399	385	309	289	248	208	208	248	347	350	330	277	230	208	208
gene2420	248	248	161	161	161	179	195	195	220	139	179	208	195	179	179	220	179
gene2421	208	248	208	208	220	208	208	208	230	195	208	208	230	195	195	195	179
gene2422	195	248	264	230	195	208	208	208	230	208	240	208	220	179	195	139	179
gene2423	208	220	240	300	337	326	322	304	294	264	289	318	318	333	337	330	271
gene2424	208	161	110	179	195	179	208	179	179	139	195	161	195	161	161	208	139
gene2425	300	240	110	220	230	264	326	322	300	220	230	179	248	248	300	294	294
gene2426	314	220	220	240	240	220	248	230	220	208	240	240	230	220	230	230	264
gene2427	110	69	195	139	69	110	69	69	69	110	179	161	139	69	69	0	69
gene2428	277	337	294	283	289	309	309	304	318	256	264	264	300	271	277	264	264
gene2429	294	343	300	304	326	326	326	326	347	264	289	322	326	333	326	294	322
gene2430	110	0	0	0	69	110	0	0	110	69	110	110	110	110	110	110	110
gene2431	358	364	289	340	347	326	333	322	322	326	326	366	309	309	318	361	300
gene2432	314	337	248	318	330	326	322	314	322	322	309	271	326	309	322	347	300
gene2433	195	230	139	195	208	195	220	220	208	110	161	139	208	195	179	220	179
gene2434	387	350	318	309	277	322	314	283	314	240	283	294	294	277	277	277	277
gene2435	294	139	139	179	139	179	179	195	208	161	195	195	208	179	195	220	208
gene2436	264	264	248	230	256	271	264	271	248	179	220	264	248	230	240	264	220
gene2437	361	350	300	309	330	309	326	314	361	374	385	399	358	361	371	385	356
gene2438	441	479	438	450	458	430	441	443	443	506	483	475	448	458	464	511	448
gene2439	461	473	428	461	480	439	451	449	451	536	500	485	452	471	471	501	468
gene2440	283	340	314	300	337	326	340	330	318	277	289	248	309	309	294	277	289
gene2441	208	195	179	195	179	220	230	230	220	139	179	179	220	179	179	139	195
gene2442	139	69	69	161	110	139	139	161	179	69	139	110	161	161	179	69	161
gene2443	0	69	0	0	0	0	0	0	0	0	0	0	69	69	0	0	0
gene2444	161	69	69	69	69	69	69	0	0	0	69	69	110	110	69	0	69
gene2445	248	161	139	208	195	220	195	208	248	220	248	230	256	240	230	208	256
gene2446	309	330	304	289	326	309	322	326	340	322	340	371	343	333	337	361	330
gene2447	230	277	240	240	289	248	277	264	289	248	264	283	277	289	294	264	264
gene2448	318	240	69	161	139	139	161	139	139	161	179	230	208	195	220	248	220
gene2449	220	220	240	230	220	195	230	161	220	208	230	248	230	208	195	208	208
gene2450	240	195	139	161	110	161	161	139	139	69	139	110	161	139	139	110	139
gene2451	294	326	337	340	322	322	322	322	333	289	309	322	369	369	353	385	374
gene2452	337	318	248	240	248	283	289	314	347	337	330	333	350	330	322	353	318
gene2453	240	139	139	179	161	195	195	208	208	139	161	161	195	161	161	139	179
gene2454	256	248	220	264	264	271	264	256	240	195	248	283	230	220	248	208	220
gene2455	294	318	256	318	318	304	322	314	326	289	340	356	350	337	358	369	356
gene2456	139	69	0	69	69	110	110	110	139	110	110	161	161	110	139	110	110
gene2457	0	0	0	0	0	139	139	139	110	0	0	0	110	69	110	69	110
gene2458	289	277	283	277	277	330	347	356	369	330	326	330	314	318	333	376	350
gene2459	330	271	208	220	208	240	230	230	248	230	256	271	271	256	248	256	264
gene2460	277	230	208	220	139	195	179	179	240	230	195	240	208	230	230	256	195
gene2461	318	374	358	356	361	347	361	356	361	326	353	347	347	358	358	343	337
gene2462	110	208	110	179	161	179	195	195	195	110	139	139	195	179	179	110	139
gene2463	277	337	318	294	304	289	309	309	304	240	256	264	289	294	289	277	277
gene2464	240	264	230	256	271	277	264	264	277	195	230	208	271	248	256	195	248
gene2465	230	240	110	161	179	195	195	208	208	161	208	220	230	208	208	179	220
gene2466	277	220	195	179	110	139	110	110	139	139	161	179	161	139	139	139	161
gene2467	179	195	240	220	195	161	161	139	161	179	271	271	240	220	195	110	161
gene2468	69	69	0	69	0	0	0	0	0	0	0	0	69	0	69	0	0
gene2469	240	304	271	248	271	271	283	283	283	264	277	264	271	256	271	277	264
gene2470	139	69	0	69	69	110	110	110	139	110	139	110	139	110	110	69	139
gene2471	300	271	220	230	230	283	256	283	264	208	208	256	240	220	220	271	230
gene2472	208	369	369	314	179	139	110	110	110	0	69	69	69	69	69	0	69
gene2473	179	179	69	69	69	0	0	0	69	0	0	0	69	0	69	0	0
gene2474	208	277	179	230	220	230	240	248	248	139	195	220	220	161	195	179	179
gene2475	110	0	0	69	69	69	0	0	69	0	69	69	69	69	69	0	0
gene2476	110	0	0	0	0	0	0	0	0	69	69	69	69	69	69	0	0
gene2477	277	289	277	271	289	304	283	326	283	248	271	294	283	283	289	318	289
gene2478	161	139	179	248	271	300	277	271	277	240	248	248	256	256	277	271	264
gene2479	0	0	0	69	69	69	69	69	69	0	0	69	69	110	69	69	69
gene2480	161	110	0	69	110	110	110	110	110	69	69	69	110	110	139	69	110
gene2481	208	264	179	179	208	208	208	220	195	69	110	139	161	208	248	208	240
gene2482	139	195	69	110	110	110	161	139	161	69	110	110	179	179	208	195	220
gene2483	401	442	462	444	416	401	374	383	406	417	403	413	403	395	385	423	391
gene2484	353	416	374	366	369	376	356	356	371	333	318	330	358	356	340	369	340
gene2485	69	0	0	69	0	69	69	69	110	0	69	69	110	69	69	69	110
gene2486	465	483	504	469	498	461	472	472	454	530	508	492	460	492	482	492	491
gene2487	220	277	179	248	240	248	256	256	256	179	230	195	240	208	220	208	220
gene2488	208	179	139	161	110	179	161	179	179	139	139	139	179	179	179	110	195
gene2489	161	179	110	69	110	161	139	161	179	110	110	110	110	69	110	110	110
gene2490	445	474	482	458	454	441	447	443	444	484	474	473	445	457	449	491	463
gene2491	195	264	240	230	195	220	230	195	208	161	179	195	230	240	240	230	220
gene2492	0	69	69	0	0	69	69	69	0	0	0	69	0	0	0	0	0
gene2493	356	366	283	340	330	326	322	326	347	347	353	361	340	343	350	366	340
gene2494	277	309	271	271	309	314	309	300	300	248	264	294	277	277	283	294	256
gene2495	179	208	139	161	230	230	240	230	230	179	208	220	248	240	230	240	240
gene2496	283	283	300	300	256	271	230	230	240	208	248	195	248	248	240	195	240
gene2497	326	300	318	326	314	330	304	304	326	283	326	294	333	314	304	277	304
gene2498	230	195	139	139	161	195	195	208	256	248	248	230	264	271	277	230	248
gene2499	314	264	208	208	195	240	248	256	300	248	283	271	304	289	277	240	271
gene2500	139	69	0	0	0	69	69	0	69	0	69	69	69	0	0	0	0
gene2501	110	0	0	0	0	0	0	0	69	0	69	69	69	0	0	69	0
gene2502	195	195	139	139	69	69	69	110	139	69	110	69	69	69	110	69	110
gene2503	179	161	248	322	294	318	300	283	248	248	294	264	289	248	220	195	179
gene2504	277	230	139	179	161	161	179	179	161	139	139	195	139	139	161	161	139
gene2505	139	110	69	110	110	139	161	161	179	110	139	139	161	161	195	161	195
gene2506	271	208	220	256	220	248	240	220	208	161	208	161	230	220	220	161	230
gene2507	208	179	139	139	139	139	110	69	110	0	69	0	69	69	69	0	69
gene2508	240	240	248	256	179	208	179	179	179	179	139	139	208	161	139	179	161
gene2509	208	195	139	179	139	139	110	110	139	69	69	69	110	110	110	69	139
gene2510	69	69	0	69	69	69	69	69	69	0	0	0	69	0	0	69	0
gene2511	161	161	139	139	110	139	110	139	139	69	139	161	161	110	139	161	110
gene2512	264	248	195	230	220	256	256	240	248	161	220	179	248	256	230	161	248
gene2513	240	300	283	248	264	240	256	256	277	240	240	264	240	230	240	240	220
gene2514	195	161	110	179	139	110	139	110	161	161	161	161	161	161	161	139	139
gene2515	208	161	110	139	110	110	139	110	139	69	110	69	139	139	110	110	139
gene2516	230	283	220	230	256	264	271	264	264	179	220	240	248	240	248	248	248
gene2517	230	195	179	220	179	220	195	195	220	110	179	161	208	179	179	139	179
gene2518	0	0	69	69	110	195	208	195	248	110	139	69	161	161	179	161	179
gene2519	195	277	337	294	283	277	271	277	264	230	283	309	271	248	248	240	220
gene2520	432	408	337	300	314	304	300	300	318	300	304	340	309	309	322	353	330
gene2521	208	179	139	161	179	220	220	195	230	208	230	230	220	208	179	220	256
gene2522	277	195	161	208	230	248	256	256	256	220	248	264	264	248	256	283	277
gene2523	195	161	110	69	69	69	69	69	69	0	69	110	69	69	69	110	110
gene2524	110	0	0	69	0	0	0	69	69	0	69	0	69	69	0	0	0
gene2525	304	283	195	230	264	283	277	289	264	230	256	289	256	240	248	277	248
gene2526	110	69	0	69	110	110	110	110	161	69	69	69	110	110	110	69	139
gene2527	69	69	69	69	69	110	110	110	110	69	69	0	110	69	110	0	69
gene2528	248	208	195	230	195	208	208	208	195	161	195	179	208	208	208	161	208
gene2529	248	179	161	179	195	195	195	195	179	139	195	220	195	161	161	195	161
gene2530	330	374	333	347	358	340	350	350	343	300	283	340	333	333	337	350	318
gene2531	161	161	69	139	139	195	220	208	208	110	110	69	161	139	161	161	179
gene2532	289	330	294	314	314	330	330	309	318	256	294	300	318	294	294	300	289
gene2533	337	256	208	256	264	289	248	271	326	326	330	333	326	309	318	358	333
