734 69
probeset	cond0	cond1	cond2	cond3	cond4	cond5	cond6	cond7	cond8	cond9	cond10	cond11	cond12	cond13	cond14	cond15	cond16	cond17	cond18	cond19	cond20	cond21	cond22	cond23	cond24	cond25	cond26	cond27	cond28	cond29	cond30	cond31	cond32	cond33	cond34	cond35	cond36	cond37	cond38	cond39	cond40	cond41	cond42	cond43	cond44	cond45	cond46	cond47	cond48	cond49	cond50	cond51	cond52	cond53	cond54	cond55	cond56	cond57	cond58	cond59	cond60	cond61	cond62	cond63	cond64	cond65	cond66	cond67	cond68
AT1G78390	-3.45415	-4.49656	2.09184	-1.13462	-4.14924	1.23861	-2.40942	4.49656	0.00000	-3.80178	-1.28600	1.35692	-1.00000	0.66556	0.00000	0.00000	-2.06004	0.00000	-1.94336	0.00000	-3.45415	-1.94336	1.47477	6.57881	-2.75809	3.45415	0.00000	6.57881	4.49656	-3.10628	-2.06004	4.49656	7.27254	-2.06004	1.35692	0.83220	-9.35321	1.70951	0.95181	-2.67097	1.73038	-23.91190	0.39341	0.48830	0.42618	0.58162	0.98619	0.53137	0.74694	1.83340	-1.00000	-0.32875	-0.40485	-0.70670	-7.96617	0.78118	-16.28650	-1.28600	-0.63093	8.65972	-5.88495	-3.22227	-1.35692	2.75809	-1.94336	-1.88496	-1.94336	-1.11971	0.00000
AT1G43710	-2.91807	-4.97199	2.66067	1.93428	-4.75709	-4.31337	1.58376	1.31653	1.11911	-8.99550	-4.29810	-1.61492	9.91646	-7.51966	4.37412	7.09401	-1.74657	-2.79512	-1.87608	28.93382	-11.30178	-14.69507	-1.79408	-25.88824	9.79159	-9.75677	0.00000	-15.45992	-3.40520	-70.23504	6.13017	5.15217	5.01734	2.75882	-5.44058	3.50230	3.24021	-114.71551	-2.31657	-1.61846	-1.70871	-15.45262	-2.62252	-2.60184	-1.65788	-5.83719	-1.57394	-15.79744	-2.05051	-3.60999	3.96690	1.68818	2.72792	-0.47306	-0.66714	3.62889	1.03549	0.82662	-0.51676	-0.54021	2.62948	-2.05622	-3.42394	-7.05302	-4.63922	-3.04425	-1.28243	-1.29962	-8.05799
260837_at	-0.80265	-2.97208	4.30427	-6.57055	-15.07031	-1.46732	0.98217	0.56319	0.62725	-1.84045	1.91619	-4.67761	-11.92868	-2.78136	-1.86865	-1.79865	35.38207	-21.71481	5.30229	-3.07602	-1.71853	-3.09477	-1.46230	1.29878	-2.50340	1.07348	1.49988	1.15144	-0.81697	-1.67717	-1.86138	-1.35121	-1.80280	-1.86795	-1.00979	-1.23598	-2.20126	-1.93530	0.99453	1.67602	1.13375	-1.52006	4.46788	2.98682	1.77014	2.25489	2.83178	-2.84919	-2.91987	-4.72251	-4.67458	-1.91796	-2.17508	-0.41167	-0.34222	-2.31159	-0.92661	-0.99491	-0.39847	-0.35400	32.88679	-8.03883	-1.35904	-2.05287	9.00886	2.04944	0.35461	0.31779	-1.65043
260855_at	-0.61353	-4.25269	-12.85772	4.23440	-2.80966	-15.71389	1.84527	2.29715	3.50684	1.51674	1.54990	1.05641	0.89813	-0.97368	5.82128	-2.19960	2.90130	1.47179	0.89940	6.71579	-3.42269	16.86117	0.52373	2.33246	-8.02639	1.88516	3.37960	3.48626	0.62454	-1.57191	-1.14540	-1.35898	-0.88972	-0.84252	-0.86674	-0.97984	-0.91016	-0.94630	15.42948	1.06328	-15.51915	0.92626	6.56744	-2.22327	2.54059	4.12097	0.87892	1.09689	0.89123	-3.44485	-1.14276	-2.16533	-2.43100	0.38655	0.47271	4.00366	0.40391	0.52846	0.63674	1.13341	13.63097	-0.99564	-14.21660	-2.22996	2.40593	2.11001	0.31749	0.28172	-1.22706
AT1G02500	2.71592	4.87456	-12.56266	8.11396	1.33396	-1.53479	-3.01712	-1.05180	-1.34870	5.17835	-1.69571	4.67580	-1.86188	4.94439	8.40033	43.07613	201.48508	7.12872	-16.38071	-64.72710	11.71563	-66.23032	-7.52992	-3.41607	-2.73219	-2.36504	-4.54342	-2.49624	-9.75471	-7.01722	-13.27502	-2.75990	-6.74271	-2.05357	1.78111	36.88590	240.29086	-3.90257	-2.37974	-1.47580	36.44906	-2.81062	-49.87114	-4.90954	-3.33776	-4.71946	-1.37499	-1.84046	-1.49564	-14.46136	2.56917	7.26640	2.42464	-3.73748	-4.84236	9.93909	-4.75939	5.16480	-1.72962	-3.11949	2.07642	-1.99065	3.10912	-1.59663	1.19356	0.96752	-1.79916	-0.82597	173.28656
260967_at	-2.53628	-2.86331	4.67125	-11.31136	-1.79042	-2.05230	0.19935	0.53514	0.20312	-2.74162	-12.84869	3.05086	-1.92289	-0.90321	-2.88978	-1.81625	3.16996	1.18073	7.04359	2.84271	6.33558	3.72898	2.86706	15.76860	-27.84743	2.87105	3.52912	2.62546	3.21094	-2.34191	-1.69424	-1.95869	-5.09260	-9.29512	-1.49132	-1.19499	-1.38496	-1.36065	21.95834	-7.55390	6.91009	-1.20836	-0.66429	-1.19588	10.79339	-12.68695	-1.78109	-1.13179	-1.98748	-0.74147	-1.49324	-1.61921	-2.59060	0.27582	0.31258	1.85184	0.56007	1.70951	0.26572	0.31846	3.09089	1.40235	-11.17840	3.07430	2.15085	2.10718	0.64508	0.45159	8.23666
AT1G12240	-0.52941	103.87927	11.30874	1.76434	13.21708	-1.48276	-2.78633	-10.24477	-1.46382	19.84828	-5.32259	1.74844	-11.50790	2.45345	3.22711	1.17725	4.11198	3.96831	4.64682	-6.06199	-1.55447	-5.59778	-0.29089	2.58074	-1.33766	1.61009	2.19011	2.97272	-0.18360	-3.28567	-2.68677	-1.99887	4.72659	2.56414	6.13201	2.30716	1.84609	4.27616	3.60387	1.30475	-22.86405	-3.49740	-75.34457	-2.05041	2.70497	4.48404	1.57039	-2.90946	11.47421	-1.91636	-4.08043	-3.54255	-2.96705	-0.64354	-0.55668	1.78964	0.78542	0.72387	-0.21798	-0.25843	2.40665	1.08743	-2.18186	-2.18187	2.18412	1.36335	0.16159	0.15460	-1.00051
AT1G26440	2.63335	-12.15902	-1.99654	-4.83577	-884.10918	-4.83396	-0.56491	-1.15255	-1.04780	-6.39380	-7.59046	0.00000	-2.45411	2.55229	-25.68648	-3.42585	4.93703	20.12403	3.23186	-5.29916	-3.80701	3.52025	5.07442	2.11350	-14.79727	5.32634	-16.00920	1.95545	2.12626	-2.36505	-4.78834	-2.09466	-8.35044	-5.36605	-5.32207	16.44248	-6.52425	-3.33823	4.54589	42.58140	2.09284	1.56361	-2.83500	3.90923	-2.84808	-4.71323	1.34883	1.69875	-3.03427	-2.01166	-1.94546	1.57326	1.40723	-0.95788	-1.75023	-1.82938	-0.56348	-0.21713	-0.93245	-2.18609	-1.48666	-3.99535	28.72773	-4.45151	9.07904	1.37555	1.79181	0.69943	2.84153
AT1G17420	0.66259	1.35692	1.70951	-8.65972	-5.49346	1.40747	-1.66733	-1.81191	-1.27573	1.22306	-1.51282	3.17766	-1.35692	1.32299	4.01827	2.45578	-0.76480	-2.33961	-0.72790	-0.82735	0.95374	42.85867	0.49075	-0.57847	-0.66648	-0.27115	-0.73200	-0.69846	-0.39145	-1.13055	-1.07991	0.29186	-0.70670	-0.69417	0.63093	8.65972	-6.23190	0.00000	15.59324	0.00000	-3.10628	-0.34082	-1.99005	0.71205	1.70951	0.52824	2.06004	-0.43821	-0.78118	0.31737	0.43821	0.78118	1.30628	-1.08987	-1.59228	3.91348	-0.91957	-0.72097	-0.66556	0.61471	2.58382	2.74037	0.15912	1.82064	3.43483	2.12666	-55.45105	-10.44288	-6.10232
AT1G75330	2.01969	3.97330	1.55709	2.57548	-5.67312	9.08352	1.19499	1.46490	1.35186	-31.49979	-4.00929	-2.29392	-4.64698	-2.97285	2.91985	2.60884	26.20054	8.53657	8.59599	2.94760	15.72703	3.04087	1.86464	23.90266	2.42598	50.82670	5.41629	8.96080	1.39933	0.87717	0.96090	3.91762	1.12271	0.82348	1.59489	1.01581	1.22225	1.51229	1.60853	3.02061	3.80178	1.70735	4.20469	2.55099	-4.01580	-3.41162	-2.10794	1.32717	-4.63756	-2.40097	10.70027	1.53214	1.62353	0.38522	0.36632	-6.03280	-3.53860	-1.17823	0.33212	0.32187	62.98911	0.83186	-3.71132	-4.46397	6.90744	2.57318	-1.28096	-0.74971	31.15883
AT1G19640	-0.47528	0.86656	0.00000	0.53348	-0.56738	-0.29873	-0.90210	0.24465	0.63093	-2.02694	-0.64434	-15.05069	-1.41501	-0.87303	-0.34430	101.54567	7.44596	-0.65723	-0.58808	-3.70248	1.66367	-0.39876	-1.00890	0.51037	1.00000	1.00000	2.40942	1.00000	2.58382	0.30789	1.77640	0.46468	-2.40942	1.01676	0.54643	0.65636	-5.74616	2.40942	-0.36894	2.21896	0.56517	-0.24465	-6.40536	-0.32692	-0.70670	-2.60873	2.50910	-0.46730	-0.89648	-0.46330	1.37951	2.64193	0.39899	-0.26807	-0.18143	0.71299	-1.33890	-1.93274	-0.32762	-0.23453	16.97975	0.35436	0.21200	1.52517	6.23190	-1.58161	0.56481	2.71937	-0.43387
261169_at	-0.44759	-3.06866	3.69056	-0.40304	-3.15268	-106.39772	-0.90025	0.79640	9.89255	-1.03275	-7.34961	-1.06306	-1.43382	1.24920	12.65697	2.71057	-2.64721	1.06542	-21.39905	-0.38798	-0.43387	-2.27189	-1.24350	-2.43158	-1.31602	-4.27721	-0.26733	-1.77803	-1.35048	-2.55741	2.83168	-1.23609	-1.59467	2.00062	1.51552	-1.77194	1.62678	3.04413	1.28919	-3.17212	-1.67195	7.99284	-1.12027	0.81962	0.97761	3.14370	1.70951	-3.70248	-0.49845	1.30034	5.02203	3.27048	-1.88054	0.51303	0.52381	1.00448	0.75131	0.65335	0.70182	0.68357	-0.35195	6.31863	-1.10846	4.97234	73.81963	-0.63664	-1.07123	-0.36346	0.47193
261191_at	1.33511	0.78181	-4.00035	-0.38103	-0.74164	-10.51790	-0.48075	-0.48661	-1.25457	-2.61748	-0.60511	-1.90183	3.75334	0.61433	0.53258	0.53808	-1.18393	-1.25325	-0.79528	-1.60830	-2.61921	-1.33031	-0.25739	-2.09828	-1.49645	-1.19680	-2.20315	-1.52916	-0.18110	-1.64945	0.89420	-6.13850	3.74288	1.21833	11.23213	-2.96245	2.40942	7.23007	2.32428	-1.17490	1.46349	1.13092	3.99152	0.87618	2.42732	-1.72600	-1.98610	3.11463	-2.07861	-8.80043	0.54777	0.73157	0.52126	1.54774	1.18802	-6.97118	1.32348	1.47989	1.60783	1.00471	-1.75968	0.69729	-4.25868	-5.07948	-1.38791	-2.34596	-0.74241	-0.55132	38.70257
261306_at	-1.51241	-1.08460	-0.40249	-0.55951	-15.93987	-6.85632	0.30338	2.43976	-0.46633	2.90358	-1.11820	-1.50744	-1.41204	1.31522	-1.51397	2.75809	-115.06208	3.08695	4.37680	-4.16967	1.29724	1.17400	0.36585	-5.88495	3.00684	-4.32291	3.00684	2.67097	0.32919	-19.05945	1.41936	-3.94078	-6.11626	1.08987	0.55127	19.75267	-5.88495	0.47842	-11.80677	-0.81613	0.36017	-0.29331	-0.46813	1.80472	-0.48744	-0.96601	0.83381	-0.29993	-0.49489	0.55941	0.72262	2.88967	0.44997	0.00000	6.57881	0.50587	-1.70951	3.45415	19.05945	1.88496	-0.54200	1.91416	-2.15542	-0.27218	9.12205	-102.58539	-1.82652	-0.35436	0.00000
261309_at	-1.23583	-5.47367	1.06445	0.98930	-2.03431	-1.05009	-1.11407	-0.58637	-1.05096	-3.24937	-5.70153	-2.31939	-5.90959	-1.49098	-0.90626	-4.15709	-2.16762	-9.01360	-1.17550	-6.57138	-38.88692	-1.25898	-0.38604	-1.92326	-8.87141	-0.99252	-1.88512	-1.97163	-0.83611	0.77977	0.58320	0.59793	0.79320	0.93705	1.04779	0.95430	0.75709	0.91566	-0.53781	-0.59046	-0.73812	13.20464	-1.36056	-0.87801	-1.69476	-0.66418	-1.05657	-14.32741	-2.52101	-4.58062	0.52661	0.68408	0.52814	-1.51767	-1.07739	25.54229	0.85231	0.80999	-0.68646	-1.50715	2.69080	24.09317	-1.37635	19.81416	-4.56966	3.68135	-0.14846	-0.19810	-1.23524
AT1G52940	-0.97222	1.77336	1.66816	0.58592	-8.48634	-0.34842	-0.12176	-0.12962	-0.13604	-1.00000	0.34565	-0.89262	-1.23861	11.15608	-1.11971	5.25400	4.72804	-18.36622	-0.57266	-4.03344	2.67097	-0.30229	0.34815	-0.42454	-1.57334	8.38230	-0.41692	-0.43994	-0.43634	3.80178	6.53545	-5.42227	-2.08695	-0.59951	0.92245	-0.60399	0.86054	-1.00000	0.49556	-1.77974	1.12539	0.32321	-6.57881	-18.36622	-4.26502	-2.32216	-0.71322	2.58382	-0.71637	-1.32470	2.64193	1.44999	-0.68749	0.16032	0.15891	1.49523	0.84905	-0.89017	0.15426	0.14079	-1.12568	-3.80178	0.39518	0.72725	3.08048	4.44234	-0.24505	-0.12185	0.54251
261420_at	5.55754	-4.31830	-3.87901	-2.34959	2.23764	1.98130	-2.03005	2.62970	0.91223	1.22613	-1.48845	0.96654	-9.41240	25.41382	3.22673	-5.54475	7.12445	3.17187	3.97854	-3.15079	271.36697	-1.26708	-0.25803	-29.71734	-26.37658	30.41052	-3.45967	-2.06358	-0.34110	-8.93062	-11.27584	4.91320	1.93576	-29.74282	0.57593	1.45941	1.35048	1.18950	-1.31547	-3.39501	-17.67299	-7.61936	9.69205	-2.28833	-3.04939	2.19235	1.46049	5.47859	-3.24974	6.04466	7.15915	1.73467	1.36463	-0.67998	-3.27555	-4.16503	22.75657	67.58126	-2.91949	-3.48396	-1.56198	2.70448	22.21356	6.66113	7.64604	-14.40478	24.08520	2.01989	-76.91843
AT1G01120	-0.43621	-0.77080	2.47254	2.70116	1.39677	-11.03722	0.00000	1.00000	5.88495	2.20938	-1.55001	1.94609	1.18294	-8.03947	-1.84180	-0.67347	116.73194	8.18329	-3.87859	-1.10433	-0.87655	-0.49445	-1.00631	-1.28965	-1.72085	-1.78386	-1.48794	-1.24017	-0.40707	-1.94138	-1.45361	-1.90191	11.49003	-2.75482	2.07230	1.57339	3.18804	5.28522	-0.65562	-1.50181	-0.78790	4.61619	0.99083	-2.09739	-6.16626	-8.32525	4.05146	1.45478	1.18403	-12.41979	-2.98559	-1.97917	-15.45166	0.71637	-25.99148	-7.01463	-2.26977	-2.56445	0.73165	0.31339	3.91785	-2.03066	5.99469	1.09309	-0.86172	-1.14355	-8.42854	-0.68520	-1.15410
AT1G01090	-1.18400	-8.21441	1.67463	2.74242	10.26399	-30.89156	0.72523	0.69921	0.92341	5.27061	-1.35457	32.05947	-0.96957	-1.84373	-4.74908	-36.36247	6.35175	1.95417	-150.99030	-19.84263	361.33751	-6.75730	7.67678	-5.50787	-40.84429	-60.88389	15.49818	-13.67868	-2.00271	-1.70102	-1.81308	-1.90431	-2.17732	-1.41037	8.29528	-1.50552	-1.36366	-1.84805	-10.06646	-10.48704	-4.85107	-1.34444	-8.41342	-4.89336	-5.23107	36.02454	-2.81716	-1.68052	-1.82920	-6.27080	-5.02916	-1.81616	-1.50251	4.14105	-4.89139	-29.64613	2.28491	8.50582	3.96945	81.07847	5.94171	1.43830	-4.36243	-4.93161	-3.34071	-6.05281	-8.99710	-2.06435	-3.72061
AT1G27680	1.47839	4.54546	-76.45361	-1.53856	-1.46102	2.40942	-11.67899	0.70173	0.72523	-5.84034	-8.92277	-3.49588	-1.38237	1.95751	5.86122	9.19171	-1.61115	-1.86077	-1.05582	-8.60132	1.89410	-2.68880	0.92001	63.65339	6.88981	-4.77809	-14.84452	4.17380	20.87914	1.84076	2.69555	4.39850	4.98726	-1.65543	-2.58829	-1.34990	-5.23296	-2.99139	0.71552	1.76570	-3.96312	-2.14790	-1.77260	0.94239	1.00278	0.81674	-2.95370	-3.11102	-0.88128	2.29073	0.66614	0.57943	-3.30661	2.12807	0.96201	-1.47761	-2.09284	-1.96761	1.42827	0.98935	-1.88202	1.63183	-2.68354	1.61481	30.71772	-3.62799	-0.82478	-1.31496	8.71206
AT1G18500	-17.97203	-2.54142	0.87823	1.52371	-2.35406	2.09308	-3.97450	-3.35135	-5.16897	-8.86697	-1.74071	4.62654	-5.46029	-1.77448	-1.30781	-2.19946	1.29532	2.15065	2.02852	2.34233	3.95548	1.87027	4.25090	2.98037	4.42934	2.87381	2.26303	2.50824	9.30140	-17.37799	13.57317	-1.60945	2.67195	1.20791	-3.14634	2.97810	-27.05602	-46.06041	0.93271	3.46861	1.19296	-3.83959	7.63004	1.84918	1.86008	10.84804	2.94092	-3.83959	-3.96998	5.69264	22.97689	-2.29499	-3.27680	0.59490	0.62622	4.45901	-6.36349	-1.57584	0.52851	0.46974	42.00047	1.70413	1.55994	2.53826	-4.47097	-6.19958	-5.45009	4.39504	3.05566
AT1G08520	-0.79699	-1.47033	8.24098	9.83092	-2.09439	-11.04043	0.73929	0.63041	0.76269	-3.99068	3.98903	4.56583	6.70960	-1.05257	-8.22581	-2.20651	5.43666	5.61826	4.28633	-9.67627	21.97572	-8.21125	2.01515	-4.78614	-11.70096	-2.78853	-4.25392	-4.28827	-5.08621	9.54204	-3.30959	-3.36474	4.85547	19.34673	-2.49516	-23.02526	-6.37521	236.39768	4.67474	44.74064	3.29567	-5.46021	-5.76479	-2.53343	-18.35147	-8.44257	-4.63343	12.76677	-1.95715	-2.82510	-1.16389	-1.49537	-3.80299	1.07420	1.09607	-3.13981	-2.38691	-1.53258	1.04510	1.17384	-2.17789	-4.51729	-0.88713	-3.99878	-8.70925	8.83649	2.44431	1.20304	-2.54725
AT1G76130	-0.56609	-4.89643	1.09692	13.66412	-9.05508	-3.49686	-0.84144	-2.24316	4.21871	-5.45174	-1.25690	4.74146	-3.66094	2.29835	1.64170	3.51802	-2.71342	-2.92662	-1.53356	9.39246	4.05542	-26.94005	-0.56367	-10.28439	-10.59730	-13.43637	-8.10804	-8.10804	-0.56023	4.94097	-2.38404	-5.43588	-18.82837	-4.44143	-7.62874	13.88045	-3.41938	295.62714	-5.16736	9.16650	-1.35997	-2.05252	-4.38741	1.75043	-2.24183	2.24066	-1.52691	-26.11381	-3.69158	-1.68494	2.14796	1.87549	-2.20035	-3.46703	1.39954	-6.47474	-3.94658	-2.09336	17.55745	1.33938	-6.78379	1.44459	0.86941	-2.48079	2.93959	-94.38312	-3.19997	-0.91994	-2.39710
AT1G15550	-0.41918	-0.52303	1.25435	1.00140	-0.83069	-9.67602	-1.19650	0.35703	0.43858	-2.06560	-6.65990	-4.92756	-17.64988	-1.93056	-0.86905	-1.02422	1.33745	1.47917	3.52933	-1.98473	-6.17712	-1.95023	0.95217	-30.84375	-2.66208	-4.31061	-41.98396	-1.44372	1.13386	0.90586	0.69775	0.76654	0.62945	0.53010	0.55139	0.53248	0.41550	0.46100	-2.39210	-1.02790	-0.65264	4.26381	-4.25041	3.47245	-2.89071	-1.91981	-1.18927	1.88788	-2.49559	-11.92285	-19.57492	5.65216	-167.25618	2.73486	-2.64193	-0.74092	0.53064	-6.85632	0.71552	0.42663	2.70232	-3.49996	-0.94602	0.57391	-2.85309	-0.55484	-0.63093	-0.86216	-5.31710
AT1G50480	132.58751	-6.67145	1.11178	0.86846	-2.82360	1.79187	6.38753	2.09045	3.78232	22.35879	1.73274	-4.00209	3.30948	-3.79895	9.62428	3.18466	-35.04661	-3.06349	-6.30152	3.66103	29.81572	3.57757	-4.62404	-342.88719	-5.69700	-12.36255	8.12633	-6.65218	-10.28378	14.77514	-28.08060	-11.27672	8.54791	-5.31597	250.71118	19.08359	-8.55187	10.92170	20.27426	1.10243	4.48541	0.72236	0.89889	3.38829	-3.27440	-39.12196	1.37105	3.12989	1.59535	-6.30825	-2.33374	122.98379	-14.72088	0.48940	0.35537	-2.36238	0.56972	0.45372	0.54860	0.41349	16.61599	-7.17648	-1.62879	13.62508	-159.87962	-32.77078	3.60423	27.38068	-9.18596
261884_at	-22.59483	2.28730	-2.19221	-4.11064	9.50731	2.66538	-4.94072	3.42086	-4.82192	-2.63949	-4.20462	-3.33972	5.29474	1.89821	2.37885	3.84522	-3.77936	-4.08397	-3.05274	7.88457	9.61654	3.79839	3.40806	-2.49504	3.86497	-5.54234	-6.11626	-9.15507	2.41258	105.84320	5.07893	2.00880	-2.03141	2.66406	2.81400	-3.35619	17.29971	1.84778	-2.77625	-2.93363	-5.07615	3.38372	-9.45100	2.12222	5.35391	-3.25279	7.33158	3.90475	-22.13813	1.38259	-2.18108	-9.33689	-2.27482	432.87032	3.78240	-4.86606	1.99980	2.44006	6.79626	4.68500	80.88978	2.07603	131.76698	1.97163	-7.24747	-1.79515	-3.33009	-1.16813	4.91631
AT1G65060	0.34059	0.31473	-1.95598	37.30411	-4.96600	-2.19933	2.71937	0.48020	2.35572	-3.98639	-0.80956	-2.70996	-8.04323	-2.62566	-4.06947	-1.52405	-2.02649	-0.43369	-7.36713	-0.62413	-1.12262	-2.72641	2.57720	-1.69920	-4.86948	-0.70532	-1.27187	-2.23163	-9.35321	1.41603	0.69477	0.69283	3.06151	1.50625	1.30628	1.33753	0.84855	0.70626	-0.41849	0.53222	0.97345	15.82433	-0.76324	-1.14442	-0.30997	0.95411	-1.64702	1.17676	-3.95287	1.63220	-1.03377	0.34938	0.68379	-1.30966	-1.06169	12.43231	-0.94291	-1.73878	-16.51758	0.81431	1.65251	1.80599	-0.63018	8.70640	-6.99506	-0.38778	18.71283	-0.34364	-1.18956
261920_at	-3.33689	-458.86335	28.37062	3.64603	11.29252	1.55590	-2.53582	-2.53984	-4.64156	-5.57044	-0.90152	3.08223	-1.30484	-2.71817	-2.60365	30.73779	4.14182	4.03299	5.01135	8.76889	4.34936	8.27958	0.90625	-32.14987	-22.36847	-26.14058	11.18392	-1275.92640	0.60404	-19.14683	4.81840	6.77372	-29.71640	-10.70045	298.56476	-375.86364	-12.89159	3.55931	75.31684	-3.03086	-2.75680	-2.44548	-1.55246	-35.80962	97.85154	-29.78405	-1.49548	-12.53494	-1.42025	3.79089	-17.04121	3.36531	-2.86151	0.62022	0.47404	2.14816	0.79812	0.71734	0.66692	0.70417	4.10707	1.74281	5.20243	-6.11317	4.33893	11.83299	-2.27849	-1.49721	47.89258
261935_at	-3.35715	-4.00609	4.42810	1.43310	45.12076	-7.35182	-4.39623	-3.74411	-3.57753	-6.52729	7.57668	-2.42482	3.17567	5.67295	7.66287	-4.82967	-161.15647	-16.28194	29.83125	-3.71618	-4.88986	-3.48984	-8.71103	-5.00139	160.57885	-5.42019	-6.05612	-6.61401	26.89329	-42.82786	-10.10415	-8.15092	3.73252	-9.57152	5.30600	-129.17922	-6.26188	-28.71249	10.52258	71.55533	2.88769	1.57215	1.50896	3.76965	-5.44804	-14.28268	5.37105	5.52407	29.55642	-2004.92820	-2.43646	-2.59686	49.78449	-1.17975	50.69347	-9.44724	-1.47871	-3.43510	-1.28047	15.72804	9.04965	5.25415	-1.54472	-3.23859	-2.53215	-3.58942	-1.38282	-1.14254	12.22107
261956_at	-1.29260	-3.13904	2.43268	-45.88547	-2.31779	15.18685	-23.61482	2.61526	1.22206	-3.14390	2.82905	-1.88649	2.92554	1.75357	12.06735	-68.04336	-2.41463	1.34753	4.40772	-4.96279	-6.88536	-6.51079	0.39145	-1.36909	-0.80257	-1.47925	-0.96321	-1.71831	0.98262	-5.23844	52.33185	5.87277	41.17197	-14.81332	2.35125	-5.83238	-2.88871	-3.03143	2.79603	3.12266	5.84158	0.88037	1.08390	4.35563	13.44043	-58.91683	1.26155	1.75118	4.27287	-39.26082	-1.77611	-33.51742	1.52632	-1.21070	-1.85815	-1.45594	3.62648	25.57557	-2.12447	-1.78134	-1.88459	-0.64670	-1.60583	3.19706	-1.39899	1.20279	-4.82251	1.75208	-7.49550
AT1G52570	-3.34316	-9.00647	-1.34623	-2.03336	-5.02647	-1.94665	-1.08235	-14.10004	-6.11626	-2.30637	7.70481	-0.73967	-1.53026	0.90717	0.91736	1.07023	-1.28955	-13.53731	-0.65738	2.91739	-2.10511	-12.16327	-2.87420	3.52370	4.53311	-1.13179	5.42719	2.79759	-16.93773	6.91182	8.47057	11.15175	6.78286	3.64731	3.12312	16.77177	3.21853	21.96228	-2.47250	1.42400	5.02203	4.07158	1.38979	-6.96905	-2.04659	-0.47597	3.83689	3.71305	2.29077	5.21982	-1.51368	74.68607	49.85628	0.87836	0.76235	0.65704	0.61771	0.56095	-5.48673	-3.06909	-4.13827	-3.78915	-6.65765	7.12695	-3.17153	-0.95695	-1.41870	-1.21291	-3.72938
AT1G74960	-0.87795	-3.29345	11.76624	3.79721	14.04963	7.11929	1.44514	1.98443	1.23904	8.71751	-2.60078	3.25419	-2.10421	-1.67739	13.89230	-2.51451	4.84234	2.06622	4.52040	-5.83006	-60.24982	-25.76372	6.10275	-9.63319	-4.04638	-3.18516	-7.82745	-4.88310	-4.21941	-1.79701	-1.52402	-5.03478	-14.04270	-1.70229	1.65383	-2.52220	-1.27406	-16.21514	1.59735	-3.68553	1.14967	-1.57113	-4.88361	-2.97857	-10.91340	-4.73413	-42.49558	-0.78310	-1.39016	-3.86538	1.38381	-3.62979	1.91530	1.69591	-106.05114	-6.75226	2.85584	14.22177	4.04825	4.22973	-3.66622	-112.14095	-2.69766	-0.82806	74.33950	-16.02240	3.92394	-6.21643	-2.94148
AT1G74710	0.54014	1.26257	0.94329	4.74297	-1.71360	-0.81316	-0.39523	-0.37245	-0.36275	5.00577	0.71780	1.73790	1.30107	0.58650	-47.13316	0.99477	-0.76943	-0.79109	-4.01779	-8.95819	-2.48887	1.59597	0.96166	7.07434	2.95158	78.90275	-38.93074	1.58849	1.61981	3.42324	7.47656	5.91327	2.02164	1.12815	1.65464	2.31467	1.52134	1.25328	-1.15695	-7.00828	1.98854	6.26548	1.87593	8.23589	2.08503	2.08389	7.36713	-2.11676	-13.32433	-0.91364	3.17320	-25.41382	-8.23589	6.94882	2.06618	1.52406	3.33823	4.84377	1.05413	-13.81053	258.19717	-3.37728	0.27781	-2.98277	3.19466	-2.38805	-0.84971	-0.98168	1.36600
262180_at	-0.71018	-0.62766	6.93585	9.37827	0.54918	1.69052	0.90866	1.21106	1.23653	-2.45197	-3.55642	-6.64188	-1.13055	0.87043	0.96991	-4.95948	8.45574	1.04187	-0.93641	-0.42531	10.85562	15.41993	0.55822	-1.56225	3.59732	-1.09585	-2.83848	-1.80589	0.75753	3.10628	-3.72623	-24.97480	6.37838	-2.90650	-0.79838	-26.82330	-0.94855	-1.10708	-0.33873	-0.20481	-0.50220	-0.82764	-0.62766	-7.96617	49.69785	-1.15428	-0.25634	-1.72571	-0.59775	-8.36726	0.64141	0.89910	0.92382	0.39466	0.45464	-6.70270	11.65404	2.33623	0.43554	0.42486	3.62508	2.86500	-2.57283	-11.92868	5.44798	-5.14537	0.89514	1.46433	2.46757
262323_at	2.90449	4.79331	3.27549	1.51744	-6.65522	-20.69117	0.53108	0.90746	1.02103	4.41241	-1.34102	2.71896	-1.07719	-1.25410	-1.81667	-1.35291	-5.03272	28.20307	-13.96900	9.23521	13.49004	3.85052	1.02917	-5.12439	-7.40962	-3.65710	-5.89160	-3.55558	0.99461	1.89761	1.36650	2.30201	-169.08917	1.31894	3.13243	1.94485	1.42044	2.49134	-1.80302	-0.86521	-2.03505	-1.36898	-1.36551	-2.79028	-1.22495	-1.77482	-0.80219	-18.57108	-1.79795	-7.92076	1.34882	1.56850	2.82631	0.19778	0.19328	4.48535	0.45632	-16.74867	0.20012	0.19353	1.92024	-79.05857	-3.05313	-5.79663	31.53693	7.07895	-2.35789	-1.54640	10.06466
